name	address	city	state	zip	url
COMET PING PONG	5037 Connecticut Ave. NW	Washington	DC	20008	https://www.dinersdriveinsdiveslocations.com/comet-ping-pong-dc.html
TUNE INN RESTAURANT & BAR	331 Pennsylvania Ave. Southeast	Washington	DC	20003	https://www.dinersdriveinsdiveslocations.com/tune-inn-restaurant-bar-dc.html
OOHHS & AAHHS GOURMET DELI	1005 U St NW	Washington	DC		https://www.dinersdriveinsdiveslocations.com/oohhs-aahhs-gourmet-deli-dc.html
TORTILLA CAFE	210 7th St SE # 1	Washington	DC	20003	https://www.dinersdriveinsdiveslocations.com/tortilla-cafe-dc.html
CARVING ROOM	300 Massachusetts Ave NW	Washington	DC	20002	https://www.dinersdriveinsdiveslocations.com/carving-room-dc.html
BUB AND POP'S	1815 M St NW	Washington	DC	20036	https://www.dinersdriveinsdiveslocations.com/bub-and-pops-dc.html
TOKI UNDERGROUND	2nd, 1234 H Street NE	Washington	DC	20002	https://www.dinersdriveinsdiveslocations.com/toki-underground-dc.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
MRS. ROBINO'S	520 N Union St	Wilmington	DE	19805	https://www.dinersdriveinsdiveslocations.com/mrs-robinos-delaware.html
LUIGI VITRONE'S PASTABILITIES	415, 3009, N Lincoln St	Wilmington	DE	19805	https://www.dinersdriveinsdiveslocations.com/luigi-vitrones-pastabilities-delaware.html
MAIALE DELI AND SALUMERIA	3301 Lancaster Pike	Wilmington	DE	19805	https://www.dinersdriveinsdiveslocations.com/maiale-deli-and-salumeria-delaware.html
LOCALE BBQ POST	1014 N Lincoln St	Wilmington	DE	19805	https://www.dinersdriveinsdiveslocations.com/locale-bbq-post-delaware.html
FARMER AND THE COW	413 N Market St	Wilmington	DE	19801	https://www.dinersdriveinsdiveslocations.com/farmer-and-the-cow-delaware.html
STONEY'S PUB	3007 Concord Pike	Wilmington	DE	19803	https://www.dinersdriveinsdiveslocations.com/stoneys-pub-delaware.html
KEEGAN'S SEAFOOD GRILLE	1519 Gulf Blvd.	Indian Rocks Beach	FL	33785	https://www.dinersdriveinsdiveslocations.com/keegans-seafood-grille-florida.html
TED PETERS FAMOUS SMOKED FISH	1350 S. Pasadena Ave.	South Pasadena	FL	33707	https://www.dinersdriveinsdiveslocations.com/ted-peters-famous-smoked-fish-florida.html
ALPINE STEAKHOUSE	4520 S. Tamiami Trail	Sarasota	FL	34231	https://www.dinersdriveinsdiveslocations.com/alpine-steakhouse-florida.html
SCULLY'S TAVERN	9809 SW 72nd St.	Miami	FL	33173	https://www.dinersdriveinsdiveslocations.com/scullys-tavern-florida.html
HAVANA HIDEOUT	509 Lake Ave	Lake Worth	FL	33460	https://www.dinersdriveinsdiveslocations.com/havana-hideout-florida.html
11th STREET DINER	1065 Washington Avenue	Miami Beach	FL	33139	https://www.dinersdriveinsdiveslocations.com/11th-street-diner-florida.html
BENNY'S SEAFOOD RESTAURANT	2500 SW 107th Ave.	South Miami	FL	33165	https://www.dinersdriveinsdiveslocations.com/bennys-seafood-restaurant-florida.html
JAMAICA KITCHEN	8736 SW 72 St.	Miami	FL	33173	https://www.dinersdriveinsdiveslocations.com/jamaica-kitchen-florida.html
GRAMPA'S BAKERY & RESTAURANT	17 SW First Street	Dania Beach	FL	33004	https://www.dinersdriveinsdiveslocations.com/grampas-bakery-restaurant-florida.html
FLAKOWITZ OF BOYNTON BAKERY & DELI	7410 W Boynton Beach Blvd	Boynton Beach	FL	33437	https://www.dinersdriveinsdiveslocations.com/flakowitz-of-boynton-bakery-deli-restaurant-florida.html
BLUE MARLIN FISH HOUSE RESTAURANT	2500 NE 163rd St North	Miami Beach	FL	33160	https://www.dinersdriveinsdiveslocations.com/blue-marlin-fish-house-restaurant-florida.html
LA CAMARONERA RESTAURANT & FISH MARKET	1952 West Flagler St.	Miami	FL	33135	https://www.dinersdriveinsdiveslocations.com/la-camaronera-restaurant-fish-market-florida.html
SONNY'S FAMOUS STEAK HOGIES	1857 N. 66th Avenue	Hollywood	FL	33024	https://www.dinersdriveinsdiveslocations.com/sonnys-famous-steak-hogies-florida.html
WHALE'S RIB	2031 NE 2nd St.	Deerfield Beach	FL	33441	https://www.dinersdriveinsdiveslocations.com/whales-rib-florida.html
TAP TAP HAITIAN RESTAURANT	819 5th St	Miami Beach	FL	33139	https://www.dinersdriveinsdiveslocations.com/tap-tap-haitian-restaurant-florida.html
SINGLETON'S SEAFOOD SHACK	4728 Ocean St	Atlantic Beach	FL	32233	https://www.dinersdriveinsdiveslocations.com/singletons-seafood-shack-florida.html
13 GYPSIES	887 Stockton St	Jacksonville	FL	32204	https://www.dinersdriveinsdiveslocations.com/13-gypsies-florida.html
CULHANE'S IRISH PUB	967 Atlantic Boulevard	Atlantic Beach	FL	32233	https://www.dinersdriveinsdiveslocations.com/culhanes-irish-pub-florida.html
METRO DINER	3302 Hendricks Ave	Jacksonville	FL	32207	https://www.dinersdriveinsdiveslocations.com/metro-diner-florida.html
CALIFORNIA TACOS TO GO	1450 Skipper Rd.	Tampa	FL	36613	https://www.dinersdriveinsdiveslocations.com/california-tacos-to-go-florida.html
MUNCH'S	3920 6th Street South	St. Petersburg	FL	33705	https://www.dinersdriveinsdiveslocations.com/munchs-florida.html
JOSE'S REAL CUBAN FOOD	8799 Cortez Rd. W.	Bradenton	FL	34210	https://www.dinersdriveinsdiveslocations.com/joses-real-cuban-food-florida.html
TAMPA BAY BREWING CO.	1600 E. 8th Ave.	Tampa	FL	33605	https://www.dinersdriveinsdiveslocations.com/tampa-bay-brewing-co-florida.html
TACO BUS	913 E Hillsborough Ave.	Tampa	FL	33603	https://www.dinersdriveinsdiveslocations.com/taco-bus-florida.html
DANNY'S ALL-AMERICAN DINER	4406 N. Falkenburg Rd.	Tampa	FL	33610	https://www.dinersdriveinsdiveslocations.com/dannys-all-american-diner-florida.html
SAKAYA KITCHEN	3401 N Miami Ave	Miami	FL	33127	https://www.dinersdriveinsdiveslocations.com/sakaya-kitchen-florida.html
BLUE COLLAR	6730 Biscayne Blvd	Miami	FL	33138	https://www.dinersdriveinsdiveslocations.com/blue-collar-florida.html
DJ'S CLAM SHACK	629 Duval St	Key West	FL	33040	https://www.dinersdriveinsdiveslocations.com/djs-clam-shack-florida.html
GARBO'S GRILL FOOD CART	603 Greene St	Key West	FL	33040	https://www.dinersdriveinsdiveslocations.com/garbos-grill-florida.html
BAD BOY BURRITO	1220 Simonton St	Key West	FL	33040	https://www.dinersdriveinsdiveslocations.com/bad-boy-burrito-florida.html
LATIN HOUSE: BURGER & TACO BAR	9565 Sunset Dr	Miami	FL	33173	https://www.dinersdriveinsdiveslocations.com/latin-house-burger-taco-bar-florida.html
WHISK GOURMET	7382 SW 56th Ave	Miami	FL	33143	https://www.dinersdriveinsdiveslocations.com/whisk-gourmet-florida.html
THE FEDERAL FOOD DRINK & PROVISIONS	5132 Biscayne Blvd	Miami	FL	33137	https://www.dinersdriveinsdiveslocations.com/the-federal-food-drink-provisions-florida.html
SHRIMP SHACK	81901 Overseas Hwy	Islamorada	FL	33036	https://www.dinersdriveinsdiveslocations.com/shrimp-shack-florida.html
THE FISH HOUSE	102401 Overseas Hwy	Key Largo	FL	33037	https://www.dinersdriveinsdiveslocations.com/the-fish-house-florida.html
DIGIORGIO'S CAFE LARGO	99530 Overseas Hwy	Key Largo	FL	33037	https://www.dinersdriveinsdiveslocations.com/digiorgios-cafe-largo-florida.html
MIAMI SMOKERS	306 NW 27th Ave	Miami	FL	33125	https://www.dinersdriveinsdiveslocations.com/miami-smokers-florida.html
GREEN TURTLE INN	81219 Overseas Hwy	Islamorada	FL	33036	https://www.dinersdriveinsdiveslocations.com/green-turtle-inn-florida.html
MEAT EATERY & TAP ROOM	2831 N Federal Hwy #9	Boca Raton	FL	33431	https://www.dinersdriveinsdiveslocations.com/meat-eatery-and-taproom-florida.html
PILOT HOUSE	13 Seagate Blvd	Key Largo	FL	33037	https://www.dinersdriveinsdiveslocations.com/pilot-house-florida.html
HOFBRAU BEERHALL	943 Lincoln Rd	Miami Beach	FL	33139	https://www.dinersdriveinsdiveslocations.com/hofbrau-beer-hall-florida.html
TAQUIZA	1506 Collins Ave	Miami Beach	FL	33139	https://www.dinersdriveinsdiveslocations.com/taquiza-florida.html
LOU'S BEER GARDEN	7337 Harding Ave	Miami Beach	FL	33141	https://www.dinersdriveinsdiveslocations.com/lous-beer-garden-florida.html
THE LOCAL CRAFT FOOD AND DRINK	150 Giralda Ave	Miami	FL	33134	https://www.dinersdriveinsdiveslocations.com/the-local-craft-food-and-drink-florida.html
IVAN'S COOKHOUSE	14815 Biscayne Blvd	Miami	FL	33181	https://www.dinersdriveinsdiveslocations.com/ivans-cookhouse-florida.html
THE MEATBALL STOPPE	7325 Lake Underhill Rd	Orlando	FL	32822	https://www.dinersdriveinsdiveslocations.com/the-meatball-stoppe-florida.html
SAIGON NOODLE & GRILL	101 N Bumby Ave	Orlando	FL	32803	https://www.dinersdriveinsdiveslocations.com/saigon-noodle-and-grill-florida.html
SE7EN BITES BAKE SHOP	617 Primrose Dr	Orlando	FL	32803	https://www.dinersdriveinsdiveslocations.com/se7en-bites-bake-shop-florida.html
MRS. POTATO	4550 S Kirkman Rd	Orlando	FL	32811	https://www.dinersdriveinsdiveslocations.com/mrs-potato-florida.html
WILLIE'S PINCHOS	1718 N Goldenrod Rd	Orlando	FL	32807	https://www.dinersdriveinsdiveslocations.com/willies-pinchos-florida.html
THE PASTRAMI PROJECT	175 E Par St	Orlando	FL	32804	https://www.dinersdriveinsdiveslocations.com/the-pastrami-project-florida.html
FAT ONE'S HOT DOGS & ITALIAN ICE	8001 Orange Blossom Trail	Orlando	FL	32809	https://www.dinersdriveinsdiveslocations.com/fat-ones-hot-dogs-italian-ice-florida.html
BUYA RAMEN	911 Central Ave	St. Petersburg	FL	33705	https://www.dinersdriveinsdiveslocations.com/buya-ramen-florida.html
BLACKBRICK	3451 NE 1st Ave	Miami	FL	33173	https://www.dinersdriveinsdiveslocations.com/blackbrick-chinese-florida.html
MOJO DONUTS & FRIED CHICKEN	8870 SW 40th St #13	Miami	FL	33165	https://www.dinersdriveinsdiveslocations.com/mojo-donuts-fied-chicken-florida.html
MILLY'S EMPANADA FACTORY	13911 SW 66th St	Miami	FL	33183	https://www.dinersdriveinsdiveslocations.com/millys-empanada-factory-florida.html
MR AND MRS BUN	15572 Sunset Dr	Miami	FL	33193	https://www.dinersdriveinsdiveslocations.com/mr-mrs-bun-florida.html
PROOF	3328 N Miami Ave	Miami	FL	33127	https://www.dinersdriveinsdiveslocations.com/proof-florida.html
DOCE PROVISIONS	541 SW 12th Ave	Miami	FL	33130	https://www.dinersdriveinsdiveslocations.com/doce-provisions-florida.html
LOBA	7420 Biscayne Blvd	Miami	FL	33138	https://www.dinersdriveinsdiveslocations.com/loba-florida.html
PIRATE REPUBLIC SEAFOOD	400 SW 3rd Ave	Fort Lauderdale	FL	33315	https://www.dinersdriveinsdiveslocations.com/pirate-republic-seafood-florida.html
KRAKATOA INDONESIAN CUISINE	1910 Hollywood Blvd #B	Hollywood	FL	33024	https://www.dinersdriveinsdiveslocations.com/krakatoa-indonesian-cuisine-florida.html
3 SONS BREWING CO.	236 N Federal Hwy #104	Dania Beach	FL	33004	https://www.dinersdriveinsdiveslocations.com/3-sons-brewing-co-florida.html
KABABI CAFE BY KULUCK	3828 N University Dr	Sunrise	FL	33351	https://www.dinersdriveinsdiveslocations.com/kababi-cafe-by-kuluck-florida.html
LOS BOCADOS	3828 N University Dr	Parkland	FL	33073	https://www.dinersdriveinsdiveslocations.com/los-bocados-florida.html
J28 SANDWICH BAR	1854 N Young Cir	Hollywood	FL	33020	https://www.dinersdriveinsdiveslocations.com/j28-sandwich-bar-florida.html
HERBIE'S BAR & CHOWDER HOUSE	6350 Overseas Hwy	Marathon	FL	33050	https://www.dinersdriveinsdiveslocations.com/herbies-bar-chowder-house-florida.html
CHOLO SOY COCINA	3715 S Dixie Hwy	West Palm Beach	FL	33405	https://www.dinersdriveinsdiveslocations.com/cholo-soy-cocina-florida.html
THE BUTCHER SHOP BEER GARDEN AND GRILL	209 6th St	West Palm Beach	FL	33401	https://www.dinersdriveinsdiveslocations.com/the-butcher-shop-beer-garden-grill-florida.html
COOLINARY CAFE	4650 Donald Ross Rd #110	Palm Beach Gardens	FL	33418	https://www.dinersdriveinsdiveslocations.com/coolinary-cafe-florida.html
IRIE ISLAND EATS	4540 Overseas Hwy	Marathon	FL	33050	https://www.dinersdriveinsdiveslocations.com/irie-island-eats-florida.html
CASTAWAY WATERFRONT RESTAURANT AND SUSHI BAR	1406 Ocean View Ave	Marathon	FL	33050	https://www.dinersdriveinsdiveslocations.com/castaway-waterfront-restaurant-sushi-bar-florida.html
PANHEADS PIZZERIA	113 S Orange St	New Smyrna Beach	FL	32168	https://www.dinersdriveinsdiveslocations.com/panheads-pizzeria-florida.html
THE GARLIC	556 E 3rd Ave	New Smyrna Beach	FL	32169	https://www.dinersdriveinsdiveslocations.com/the-garlic-florida.html
MILLIE'S RESTAURANT AND CATERING	3218 S Atlantic Ave	Daytona Beach	FL	32118	https://www.dinersdriveinsdiveslocations.com/millies-restaurant-catering-florida.html
AREPITA BEACH	174 N Beach St	Daytona Beach	FL	32114	https://www.dinersdriveinsdiveslocations.com/arepita-beach-florida.html
ROSE VILLA SOUTHERN TABLE AND BAR	43 W Granada Blvd	Ormond Beach	FL	32174	https://www.dinersdriveinsdiveslocations.com/rose-villa-southern-table-bar-florida.html
THIRD WAVE CAFE AND WINE BAR	204 Flagler Ave	New Smyrna Beach	FL	32169	https://www.dinersdriveinsdiveslocations.com/third-wave-cafe-wine-bar-florida.html
REBEL HOUSE	297 E Palmetto Park Rd	Boca Raton	FL	33432	https://www.dinersdriveinsdiveslocations.com/rebel-house-florida.html
ROSE'S DAUGHTER	169 NE 2nd Ave	Delray Beach	FL	33444	https://www.dinersdriveinsdiveslocations.com/roses-daughter-florida.html
THE BUTCHER AND THE BAR	510 E Ocean Ave Unit 101	Boynton Beach	FL	33435	https://www.dinersdriveinsdiveslocations.com/the-butcher-and-the-bar-florida.html
CHEFFREY EATS	1141 S Rogers Cir #5	Boca Raton	FL	33487	https://www.dinersdriveinsdiveslocations.com/cheffrey-eats-florida.html
LA COSINITA LATINA	2480 S Congress Ave	West Palm Beach	FL	33406	https://www.dinersdriveinsdiveslocations.com/la-cosinita-latina-florida.html
HELLENIC REPUBLIC	2764 N University Dr	Coral Springs	FL	33065	https://www.dinersdriveinsdiveslocations.com/hellenic-republic-florida.html
BIG LEE'S	343 NE 1st Ave	Ocala	FL	34471	https://www.dinersdriveinsdiveslocations.com/big-lees-florida.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
MARIETTA DINER	306 Cobb Parkway	Marietta	GA	30060	https://www.dinersdriveinsdiveslocations.com/marietta-diner-georgia.html
MATTHEW'S CAFETERIA	2299 Main St.	Tucker	GA	30084	https://www.dinersdriveinsdiveslocations.com/matthews-cafeteria-georgia.html
THE HIGHLANDER	931 Monroe Dr.	Atlanta	GA	30308	https://www.dinersdriveinsdiveslocations.com/the-highlander-georgia.html
CABBAGE TOWN MARKET	198 Carroll St. SE	Atlanta	GA	30312	https://www.dinersdriveinsdiveslocations.com/cabbage-town-market-georgia.html
COLONNADE	1879 Cheshire Bridge Rd. NE	Atlanta	GA	30324	https://www.dinersdriveinsdiveslocations.com/colonnade-georgia.html
THE SILVER SKILLET	200 14th St.	Atlanta	GA	30318	https://www.dinersdriveinsdiveslocations.com/the-silver-skillet-georgia.html
BLACKWATER GRILL	260 Redfern Village St.	Simons Island	GA	31522	https://www.dinersdriveinsdiveslocations.com/blackwater-grill-georgia.html
SOUTHERN SOUL BARBEQUE	2020 Demere Rd.	St. Simons Island	GA	31522	https://www.dinersdriveinsdiveslocations.com/southern-soul-barbeque-georgia.html
BUTTERMILK KITCHEN	4225 Roswell Road Northeast	Atlanta	GA	30342	https://www.dinersdriveinsdiveslocations.com/buttermilk-kitchen-georgia.html
WRECKING BAR BREWPUB	292 Moreland Ave NE	Atlanta	GA	30307	https://www.dinersdriveinsdiveslocations.com/wrecking-bar-brewpub-georgia.html
THE GENERAL MUIR	Emory Point, 1540 Avenue Pl B-230	Atlanta	GA	30329	https://www.dinersdriveinsdiveslocations.com/the-general-muir-georgia.html
FOX BROS BAR-B-Q	1238 DeKalb Ave NE	Atlanta	GA	30307	https://www.dinersdriveinsdiveslocations.com/fox-bros-bar-b-q-georgia.html
FOLK ART	465 N Highland Ave NE	Atlanta	GA	30307	https://www.dinersdriveinsdiveslocations.com/folk-art-georgia.html
JOY CAFE	316 Pharr Rd NE	Atlanta	GA	30305	https://www.dinersdriveinsdiveslocations.com/joy-cafe-georgia.html
RREAL TACOS	100 6th St NE 110	Atlanta	GA	30308	https://www.dinersdriveinsdiveslocations.com/rreal-tacos-georgia.html
YAKITORI JINBEI	2421 Cobb Pkwy SE	Smyrna	GA	30080	https://www.dinersdriveinsdiveslocations.com/yakitori-jinbei-georgia.html
TWISTED SOUL COOKHOUSE & POURS	1133 Huff Rd NW #D	Atlanta	GA	30318	https://www.dinersdriveinsdiveslocations.com/twisted-soul-cookhouse-pours-georgia.html
GREENS AND GRAVY	1540 Ralph David Abernathy Blvd	Atlanta	GA	30310	https://www.dinersdriveinsdiveslocations.com/greens-and-gravy-georgia.html
HANKOOK TAQUERIA	1341 Collier Rd NW	Atlanta	GA	30318	https://www.dinersdriveinsdiveslocations.com/hankook-taqueria-georgia.html
PIJIU BELLY	678 10th St NW	Atlanta	GA	30318	https://www.dinersdriveinsdiveslocations.com/pijiu-belly-georgia.html
BIG BON BODEGA PIZZA	2011 Bull St	Savannah	GA	31404	https://www.dinersdriveinsdiveslocations.com/big-bon-bodega-pizza-georgia.html
SISTERS OF THE NEW SOUTH	2605 Skidaway Rd	Savannah	GA	31404	https://www.dinersdriveinsdiveslocations.com/sisters-of-the-new-south-georgia.html
SEA WOLF TYBEE	106 S Campbell Ave	Tybee Island	GA	31238	https://www.dinersdriveinsdiveslocations.com/sea-wolf-tybee-georgia.html
SUNDAE CAFE	304 1st St	Tybee Island	GA	31238	https://www.dinersdriveinsdiveslocations.com/sundae-cafe-georgia.html
THE GARAGE AT VICTORY NORTH	2605 Whitaker St	Savannah	GA	31401	https://www.dinersdriveinsdiveslocations.com/the-garage-at-victory-north-georgia.html
CHAZITO'S LATIN CUISINE	217 US-80	Pooler	GA	31322	https://www.dinersdriveinsdiveslocations.com/chazitos-latin-cuisine-georgia.html
HIGHWAY INN & HO'OKIPA CATERING	94-226 Leoku St.	Waipahu	HI	96797	https://www.dinersdriveinsdiveslocations.com/highway-inn-ho-okipa-catering-hawaii.html
HANK'S HAUTE DOGS	324 Coral St.	Honolulu	HI	96813	https://www.dinersdriveinsdiveslocations.com/hanks-haute-dogs-hawaii.html
NICO'S PIER 38	1133 North Nimitz Highway	Honolulu	HI	96817	https://www.dinersdriveinsdiveslocations.com/nicos-pier-38-hawaii.html
GERMAINE'S LUAU	91-119 Olai St.	Kapolei	HI	96707	https://www.dinersdriveinsdiveslocations.com/germaines-luau-hawaii.html
POKE STOP MILILANI-MAUKA LLC	95-1840 Meheula Parkway	Mililani	HI	96789	https://www.dinersdriveinsdiveslocations.com/poke-stop-mililani-mauka-llc-hawaii.html
MURPHY'S BAR & GRILL	2 Merchant St.	Honolulu	HI	96813	https://www.dinersdriveinsdiveslocations.com/murphys-bar-grill-hawaii.html
RAINBOW DRIVE-IN	3308 Kanaina Avenue	Honolulu	HI	96815	https://www.dinersdriveinsdiveslocations.com/rainbow-drive-in-hawaii.html
JAWAIIAN IRIE JERK	1137 11th Ave.	Honolulu	HI	96816	https://www.dinersdriveinsdiveslocations.com/jawaiian-irie-jerk-restaurant-hawaii.html
CAMILLE'S ON WHEELS	Moving Food Truck	Kailua	HI	96734	https://www.dinersdriveinsdiveslocations.com/camilles-on-wheels-hawaii.html
HE'EIA KEA PIER DELI	46-499 Kamehameha HWY.	Kaneohe	HI	96744	https://www.dinersdriveinsdiveslocations.com/he-eia-kea-pier-general-store-and-deli-hawaii.html
SWEET HOME WAIMANALO	41-1025 Kalanianaole Hwy	Waimanalo	HI	96795	https://www.dinersdriveinsdiveslocations.com/sweet-home-waimanalo-hawaii.html
FRESH CATCH	1113 Kapahulu Ave	Honolulu	HI	96816	https://www.dinersdriveinsdiveslocations.com/fresh-catch-hawaii.html
BIG WAVE SHRIMP TRUCK	66-521 Kamehameha Hwy.	Haleiwa	HI	96712	https://www.dinersdriveinsdiveslocations.com/big-wave-shrimp-truck-hawaii.html
OPAL THAI FOOD	197 C Kamehameha Hwy	Haleiwa	HI	96712	https://www.dinersdriveinsdiveslocations.com/opal-thai-food-hawaii.html
BOOTS & KIMO'S HOMESTYLE KITCHEN	151 Hekili St	Kailua	HI	96734	https://www.dinersdriveinsdiveslocations.com/boots-kimos-homestyle-kitchen-hawaii.html
ELENA'S FILIPINO FOODS	99-115 Aiea Heights Dr	Aiea	HI	96701	https://www.dinersdriveinsdiveslocations.com/elenas-restaurant-hawaii.html
THE ALLY AT AIEA BOWL	1020 Keolu Dr	Kailua	HI	96734	https://www.dinersdriveinsdiveslocations.com/the-alley-at-aiea-bowl-hawaii.html
DEAN'S DRIVE-IN	45-773 Kamehameha Highway	Kaneohe	HI	96744	https://www.dinersdriveinsdiveslocations.com/deans-drive-in-hawaii.html
MIKE'S HULI HULI CHICKEN	47-525 Kamehameha Hwy	Kaneohe	HI	96744	https://www.dinersdriveinsdiveslocations.com/mikes-huli-huli-chicken-hawaii.html
UAHI ISLAND GRILL	131 Hekili St #102	Kailua	HI	96734	https://www.dinersdriveinsdiveslocations.com/uahi-island-grill-hawaii.html
THE OUTRIGGER PIZZA COMPANY	1819 S Kihei Rd	Maui	HI	96753	https://www.dinersdriveinsdiveslocations.com/the-outrigger-pizza-company-hawaii.html
DA KITCHEN	425 Koloa St	Kahului	HI	96732	https://www.dinersdriveinsdiveslocations.com/da-kitchen-hawaii.html
FAT DADDY'S SMOKEHOUSE	1913 S Kihei Rd	Kihei	HI	96753	https://www.dinersdriveinsdiveslocations.com/fat-daddys-smokehouse-hawaii.html
LIKE POKE	591 Haleakala Hwy	Kahului	HI	96732	https://www.dinersdriveinsdiveslocations.com/like-poke-hawaii.html
STAR NOODLE	286 Kupuohi St	Lahaina	HI	96761	https://www.dinersdriveinsdiveslocations.com/star-noodle-hawaii.html
MISO PHAT SUSHI	4310 Lower Honoapiilani Hwy	Lahaina	HI	96761	https://www.dinersdriveinsdiveslocations.com/miso-phat-sushi-hawaii.html
THREE'S BAR AND GRILL	1945 S Kihei Rd	Kihei	HI	96753	https://www.dinersdriveinsdiveslocations.com/threes-bar-grill-hawaii.html
MAUI BRICK OVEN	1215 S Kihei Rd	Kihei	HI	96753	https://www.dinersdriveinsdiveslocations.com/maui-brick-oven-hawaii.html
THAI MEE UP	591 Haleakala Hwy	Kahului	HI	96732	https://www.dinersdriveinsdiveslocations.com/thai-mee-up-hawaii.html
MAUI FRESH STREATERY	137 E Kaahumanu Ave	Kahului	HI	96732	https://www.dinersdriveinsdiveslocations.com/maui-fresh-streatery-hawaii.html
DOWN THE HATCH	658 Front St Suite 101	Lahaina	HI	96761	https://www.dinersdriveinsdiveslocations.com/down-the-hatch-hawaii.html
FLEETWOOD'S ON FRONT ST	744 Front St	Lahaina	HI	96761	https://www.dinersdriveinsdiveslocations.com/fleetwoods-on-front-st-hawaii.html
BRIGIT AND BERNARD'S GARDEN CAFE	335 Hoohana St	Kahului	HI	96732	https://www.dinersdriveinsdiveslocations.com/brigit-bernards-garden-cafe-hawaii.html
UMEKES FISHMARKET BAR & GRILL	74-5563 Kaiwi St	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/umekes-fishmarket-bar-grill-hawaii.html
FOSTER'S KITCHEN	75-5805 Ali'i Dr	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/fosters-kitchen-hawaii.html
REBEL KITCHEN	79-7399 Hawaii Belt Rd	Kealakekua	HI	96750	https://www.dinersdriveinsdiveslocations.com/rebel-kitchen-hawaii.html
ISLAND LAVA JAVA	Bldg 1 75-5801 Ali'i Drive	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/island-lava-java-hawaii.html
KANAKA KAVA	75-5803 Alii Dr	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/kanaka-kava-hawaii.html
ORIGINAL THAI CUISINE	75-5629 Kuakini Hwy	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/original-thai-cuisine-hawaii.html
BROKE DA MOUTH GRINDZ	74-5565 Luhia St B-2	Kailua-Kona	HI	96740	https://www.dinersdriveinsdiveslocations.com/broke-da-mouth-grindz-hawaii.html
TAHITI NUI	5-5134 Kuhio Hwy	Hanalei	HI	96714	https://www.dinersdriveinsdiveslocations.com/tahiti-nui-hawaii.html
THE DOLPHIN	5-5016 Kuhio Hwy	Hanalei	HI	96714	https://www.dinersdriveinsdiveslocations.com/the-dolphin-hawaii.html
HANALEI POKE	5-5190 Kuhio Hwy	Hanalei	HI	96714	https://www.dinersdriveinsdiveslocations.com/hanalei-poke-hawaii.html
TIKI INIKI	5-4280 Kuhio Hwy	Princeville	HI	96722	https://www.dinersdriveinsdiveslocations.com/tiki-iniki-hawaii.html
SAIMIN DOJO	4-733 Kuhio Hwy Suite 103	Kapaa	HI	96746	https://www.dinersdriveinsdiveslocations.com/saimin-dojo-hawaii.html
KENJI BURGER	4-788 Kuhio Hwy	Kapaa	HI	96746	https://www.dinersdriveinsdiveslocations.com/kenji-burger-hawaii.html
JOEY'S KITCHEN	5095 Napilihau St	Lahaina	HI	96761	https://www.dinersdriveinsdiveslocations.com/joeys-kitchen-hawaii.html
SOUTH MAUI FISH COMPANY	1794 S Kihei Rd	Kihea	HI	96753	https://www.dinersdriveinsdiveslocations.com/south-maui-fish-company-hawaii.html
LE YELLOW SUB FOOD TRUCK	213 Kalanianaole Ave	Hilo	HI	96720	https://www.dinersdriveinsdiveslocations.com/le-yellow-sub-food-truck-hawaii.html
CAFE PESTO	308 Kamehameha Ave #101	Hilo	HI	96720	https://www.dinersdriveinsdiveslocations.com/cafe-pesto-hawaii.html
HILO BAY CAFE	123 Lihiwai St	Hilo	HI	96720	https://www.dinersdriveinsdiveslocations.com/hilo-bay-cafe-hawaii.html
MATTEO'S OSTERIA	161 Wailea Ike Pl	Wailea	HI	96753	https://www.dinersdriveinsdiveslocations.com/matteos-osteria-hawaii.html
BAR GERNIKA	202 S. Capitol Blvd.	Boise	ID	83702	https://www.dinersdriveinsdiveslocations.com/bar-gernika-idaho.html
CHEF LOU'S WESTSIDE DRIVE-IN	1939 W State St	Boise	ID	83702	https://www.dinersdriveinsdiveslocations.com/chef-lous-westside-drive-in-idaho.html
DONN'S HILLTOP KODIAK GRILL	12342 East Highway 21	Boise	ID	83716	https://www.dinersdriveinsdiveslocations.com/donns-hilltop-kodiak-grill-idaho.html
RICK'S PRESS ROOM GRILL & BAR	130 East Idaho Street	Meridian	ID	83642	https://www.dinersdriveinsdiveslocations.com/ricks-press-room-grill-bar-idaho.html
DONNIE MAC'S TRAILER PARK CUISINE	1515 W. Grove St.	Boise	ID	83702	https://www.dinersdriveinsdiveslocations.com/donnie-macs-trailer-park-cuisine-idaho.html
PIZZALCHIK	7330 W State St	Boise	ID	83714	https://www.dinersdriveinsdiveslocations.com/pizzalchik-idaho.html
CAPONE'S PUB	751 North 4th Street	Coeur d'Alene	ID	83814	https://www.dinersdriveinsdiveslocations.com/capones-pub-idaho.html
